Time,Exp_data.T_ms_out,Pane1-T salida caldera HTF - PV,Pane1-T linea S.del Enfria. HTF-S. - PV,Pane1-Caudal Linea circulacion HTF - PV,Pane1-Temperatura en tanque de HTF - PV,Pane1-Presion de aceite termico caldera,Pane1-Presion Entr. y S. tanq.exp. - PV,Exp_data.mdot_ms_in,Exp_data.T_ms_in,Pane1-Temperatura circuito 11 - PV,Exp_data.p_ms_out,Pane1-Temperatura S. tanque S. cali. - PV,Pane1-Caudal calculado (P2WSC10CT008),Pane1-Caudal calculado (P2WSC20CT001),Pane1-Caudal calculado (P4WTA10CT003),ms,dp_ms,dp_oil,TTC1,TTC2,TTC3,TTC4,TTC5,TTC6,TTC7,TTC8,Exp_data.TTH1,Exp_data.TTH2,Exp_data.TTH3,Exp_data.TTH4,Exp_data.TTH5,Exp_data.TTH6,Exp_data.TTH7,Exp_data.Lv_cold_tank,Exp_data.Lv_hot_tank
34835,340.360006,272.55501,250.655009,7.01268,230.960008,9.585905,4.98904,0.00336,311.899994,307.322235,0.0164,350.160004,0,0,6208.471246,0,0,0,282.890025,283.735009,282.300015,284.635003,288.180023,287.585005,282.059998,294.675015,350.160004,352.400004,354.473314,349.679993,350.039985,351.806664,353.919996,550.416056,3273.324165
34840,340.435003,272.74876,250.79251,6.97676,231.200635,9.583333,4.988,0.00336,311.899994,307.329178,0.016,350.185003,0,0,6176.155335,0,0,0,282.896275,283.766262,282.243763,284.638129,288.15189,287.581881,282.069375,294.646884,350.185003,352.325001,354.439982,349.642494,350.027494,351.777499,353.919994,550.598145,3273.742086
34845,340.440002,272.955007,250.980011,6.97464,231.420008,9.597222,4.99248,0.00308,311.899994,307.300018,0.0154,350.220001,0,0,6172.774903,0,0,0,282.900024,283.800008,282.210012,284.595001,288.150004,287.610006,282.105011,294.615011,350.220001,352.299998,354.419983,349.599996,349.959991,351.899994,354.019999,550.619995,3274.193441
34850,340.40667,273.145016,251.215008,7.0056,231.660007,9.620885,4.99656,0.0036,311.922217,307.300018,0.01556,350.233334,0,0,6195.344944,0,0,0,282.940023,283.815002,282.195007,284.575002,288.205014,287.630012,282.130018,294.535021,350.233334,352.306668,354.33332,349.619995,349.913317,351.92666,353.993334,550.416056,3274.126573
34855,340.440002,273.326267,251.415012,7.0228,231.885008,9.595486,4.99848,0.00372,311.970832,307.341675,0.0158,350.274999,0,0,6207.384196,0,0,0,282.933767,283.805631,282.204385,284.625,288.180023,287.617508,282.086255,294.585014,350.274999,352.339998,354.474981,349.619995,349.967481,351.934993,354.059998,550.543518,3273.66686
34860,340.460002,273.570007,251.62501,7.00068,232.080012,9.572531,5,0.0026,312,307.399994,0.0158,350.279999,0,0,6193.038574,0,0,0,282.960012,283.785014,282.210012,284.595001,288.195018,287.640004,282.059998,294.645009,350.279999,352.400004,354.419983,349.579997,349.959981,351.839996,353.980001,550.619995,3273.391032
34865,340.473334,273.780009,251.820011,6.99056,232.24501,9.585391,5.00312,0.00288,312,307.399994,0.01596,350.273332,0,0,6186.32053,0,0,0,282.950019,283.780016,282.195007,284.55501,288.205014,287.684998,282.040005,294.640011,350.273332,352.353333,354.359985,349.566664,349.979981,351.746667,353.846673,550.736532,3273.056695
34870,340.452502,274.005013,252.035634,6.99456,232.441884,9.591821,5.0068,0.00388,312,307.399994,0.0162,350.364995,0,0,6182.171834,0,0,0,282.928144,283.801882,282.185636,284.561262,288.198766,287.647505,281.996259,294.586894,350.364995,352.357497,354.447482,349.637494,349.929983,351.792498,353.892504,550.772949,3273.140279
34875,340.460002,274.200012,252.225006,7.0146,232.63501,9.600309,5.00832,0.00292,312,307.399994,0.01628,350.419993,0,0,6195.936198,0,0,0,282.870015,283.830007,282.150014,284.535004,288.210012,287.610016,281.955007,294.570018,350.419993,352.380005,354.299988,349.619995,349.819987,351.819997,353.920003,550.619995,3273.591634
34880,340.440002,274.405022,252.405006,7.01724,232.885006,9.61677,5.0104,0.00244,312,307.444441,0.01624,350.433326,0,0,6200.239909,0,0,0,282.810008,283.850013,282.115014,284.53501,288.190019,287.610012,281.935015,294.565019,350.433326,352.306668,354.259989,349.606662,349.793321,351.839996,353.92667,550.561727,3273.658501
34885,340.452502,274.689393,252.611262,6.98932,233.094385,9.635417,5.0136,0.00232,312,307.5,0.0156,350.437492,0,0,6173.604167,0,0,0,282.82877,283.837509,282.136895,284.525641,288.193143,287.57251,281.94751,294.511889,350.437492,352.277494,354.384984,349.589996,349.884984,351.777499,353.859999,550.652771,3273.742086
34890,340.480001,274.905019,252.825012,6.98524,233.280009,9.657407,5.01592,0.00232,312,307.5,0.01548,350.49999,0,0,6159.939942,0,0,0,282.810018,283.845011,282.165019,284.505015,288.180023,287.535014,281.940013,294.540009,350.49999,352.279999,354.399984,349.559998,349.939982,351.700002,353.779989,550.882202,3274.193441
34895,340.486667,275.075022,253.060009,7.0144,233.545007,9.675926,5.01792,0.00332,311.955553,307.544447,0.01604,350.533322,0,0,6189.880697,0,0,0,282.825012,283.850013,282.195007,284.520016,288.160017,287.470018,281.935015,294.58001,350.533322,352.320001,354.399984,349.579997,349.939982,351.76,353.826657,550.823934,3274.527778
34900,340.495,275.296892,253.222511,7.0184,233.801254,9.661458,5.01952,0.00288,311.899994,307.620841,0.0158,350.549988,0,0,6200.0401,0,0,0,282.815641,283.846887,282.195007,284.548133,288.144388,287.482513,281.94751,294.583143,350.549988,352.332498,354.399984,349.617495,349.927483,351.797498,353.922503,550.914978,3274.444193
34905,340.539998,275.520009,253.38001,7.02472,233.970006,9.655864,5.02376,0.00264,311.899994,307.666677,0.01548,350.559987,0,0,6204.848633,0,0,0,282.795013,283.830017,282.210012,284.520009,288.13501,287.475016,281.970011,294.555023,350.559987,352.299998,354.339986,349.519999,349.939982,351.74,353.879995,551.057007,3273.792237
34910,340.546665,275.725003,253.595011,7.01952,234.20501,9.657922,5.02856,0.003,311.877777,307.722236,0.0154,350.606652,0,0,6200.160265,0,0,0,282.750003,283.780016,282.220015,284.560015,288.089996,287.460022,282.015015,294.535021,350.606652,352.239987,354.373318,349.553331,349.939989,351.673336,353.813324,550.882202,3273.19043
34915,340.505,275.943759,253.845008,6.99668,234.498759,9.6875,5.0324,0.003,311.829178,307.791678,0.01592,350.639984,0,0,6168.940104,0,0,0,282.740636,283.801882,282.204385,284.591259,288.089996,287.460022,282.005637,294.547516,350.639984,352.314999,354.427489,349.682493,350.027494,351.702502,353.867505,550.827576,3273.315806
34920,340.5,276.120015,254.040009,6.97512,234.705012,9.703704,5.03808,0.003,311.800018,307.866669,0.01588,350.599986,0,0,6145.007487,0,0,0,282.780009,283.815002,282.210012,284.535014,288.089996,287.445018,282.00001,294.555013,350.599986,352.360006,354.439992,349.73999,349.99999,351.76,353.880005,550.882202,3273.19043
34925,340.546665,276.310018,254.185009,6.9826,234.945011,9.686728,5.04152,0.00332,311.755571,307.922217,0.01584,350.586653,0,0,6153.225098,0,0,0,282.790002,283.805006,282.195014,284.540012,288.099999,287.405012,282.015015,294.560011,350.586653,352.326667,354.346653,349.653327,350.006653,351.773332,353.886664,550.969604,3272.454888
34930,340.554998,276.566264,254.41314,6.98344,235.160634,9.690586,5.04296,0.00412,311.700012,307.991666,0.01576,350.682482,0,0,6154.719544,0,0,0,282.774378,283.801882,282.185645,284.499383,288.121881,287.439393,282.015015,294.575643,350.682482,352.284993,354.279989,349.657494,350.014988,351.715001,353.794993,550.805725,3272.789225
34935,340.559998,276.810018,254.640015,6.97432,235.395009,9.666667,5.0444,0.0042,311.666677,308.066671,0.01608,350.719981,0,0,6146.861165,0,0,0,282.75,283.815002,282.180013,284.535014,288.120005,287.535014,282.030009,294.615021,350.719981,352.319997,354.319987,349.699992,349.979981,351.779999,353.799998,550.7948,3273.792236
34940,340.539998,277.050018,254.790009,6.9876,235.665012,9.644547,5.04408,0.00328,311.600006,308.144453,0.01628,350.719981,0,0,6157.446398,0,0,0,282.710005,283.805006,282.195007,284.550015,288.120005,287.585005,282.030002,294.565019,350.719981,352.293328,354.473314,349.626662,349.966648,351.773332,353.786662,550.678263,3274.260308
34945,340.552498,277.293765,255.015006,6.9936,235.880636,9.64294,5.04456,0.00256,311.600006,308.220847,0.01624,350.682482,0,0,6158.886556,0,0,0,282.678761,283.801882,282.176264,284.512512,288.138761,287.563138,281.992508,294.521267,350.682482,352.297484,354.389984,349.572497,349.987487,351.690002,353.682482,550.751099,3274.09314
34950,340.539998,277.50002,255.240011,7.00148,236.100011,9.652778,5.04792,0.0034,311.566671,308.300008,0.01568,350.73999,0,0,6168.132161,0,0,0,282.720011,283.815002,282.150024,284.535014,288.105001,287.550018,282.00001,294.540019,350.73999,352.339996,354.359985,349.639994,350.039988,351.700002,353.73999,550.7948,3273.992839
34955,340.619995,277.75002,255.435013,7.01252,236.310013,9.616769,5.05128,0.0044,311.5,308.399994,0.01552,350.806668,0,0,6176.883355,0,0,0,282.665019,283.805006,282.160021,284.58001,288.08,287.540015,282.025011,294.525018,350.806668,352.33334,354.326653,349.686659,350.053318,351.773332,353.820001,550.882202,3273.658501
34960,340.619995,277.978139,255.631886,7.0142,236.506886,9.613233,5.05296,0.00352,311.458331,308.441663,0.01608,350.789993,0,0,6171.908549,0,0,0,282.793142,283.78314,282.181887,284.54251,288.067505,287.527512,282.018757,294.553136,350.789993,352.375005,354.297488,349.619995,350.082492,351.789998,353.769988,550.827576,3273.491333
34965,340.639994,278.190013,255.855011,7.01792,236.775014,9.600309,5.05504,0.0032,311.399994,308.533335,0.01596,350.819997,0,0,6170.529948,0,0,0,282.900014,283.770019,282.180013,284.505015,288.075002,287.520009,281.985006,294.555013,350.819997,352.380005,354.299988,349.619995,350.039988,351.720001,353.699982,550.707397,3273.591634
34970,340.66666,278.385017,256.070006,7.01404,237.040014,9.592078,5.05648,0.00208,311.35556,308.644453,0.01584,350.866672,0,0,6165.02105,0,0,0,282.855014,283.780016,282.160021,284.545007,288.08,287.525011,281.980004,294.520016,350.866672,352.320001,354.386651,349.686659,349.919983,351.680003,353.766659,550.619995,3273.658501
34975,340.662493,278.572517,256.273136,7.00052,237.240009,9.615548,5.0572,0.0034,311.258349,308.76251,0.01612,350.850006,0,0,6157.461202,0,0,0,282.873768,283.801882,282.172516,284.538761,288.076876,287.568761,281.992508,294.570016,350.850006,352.332492,354.282488,349.719991,349.944988,351.630005,353.787496,550.674622,3273.616709
34980,340.679993,278.805013,256.410014,7.01328,237.480006,9.623457,5.05912,0.00448,311.200012,308.866669,0.016,350.840006,0,0,6164.307454,0,0,0,282.840017,283.815002,282.165019,284.535014,288.089996,287.580007,282.00001,294.585012,350.840006,352.339996,354.339986,349.619995,349.979991,351.700002,353.73999,550.619995,3273.992838
34985,340.706658,279.035014,256.610006,7.01172,237.695006,9.595165,5.06296,0.00348,311.155565,308.944441,0.01576,350.820001,0,0,6167.827637,0,0,0,282.825012,283.775004,282.110012,284.520013,288.099999,287.530012,282.015015,294.565019,350.820001,352.346673,354.353319,349.639994,350.019986,351.773332,353.83334,550.416056,3273.992839
34990,340.75249,279.228756,256.831881,6.99412,237.841882,9.611883,5.06472,0.00328,311.058337,309.062504,0.01572,350.819992,0,0,6154.529093,0,0,0,282.862517,283.743762,282.069375,284.454385,288.121881,287.514383,281.977516,294.502518,350.819992,352.330001,354.307488,349.73999,349.982489,351.702502,353.85,550.598145,3273.616709
34995,340.73999,279.435008,256.980001,6.97984,238.050008,9.625,5.06616,0.00312,310.966665,309.200012,0.01588,350.859996,0,0,6132.260254,0,0,0,282.88502,283.755015,282.075002,284.505015,288.13501,287.505015,281.910014,294.480011,350.859996,352.279999,354.419983,349.699992,349.879985,351.639994,353.839996,550.882202,3273.992838
35000,340.706658,279.685018,257.18001,6.97704,238.290012,9.615227,5.06824,0.00368,310.899994,309.300018,0.01572,350.92667,0,0,6124.055664,0,0,0,282.865017,283.735009,282.059998,284.570014,288.125007,287.470018,281.900011,294.455004,350.92667,352.360006,354.40665,349.59333,349.893317,351.573324,353.846673,550.969604,3274.527778
35005,340.764989,279.913137,257.448764,6.99132,238.477512,9.608796,5.07256,0.0034,310.858337,309.362509,0.01612,350.935003,0,0,6133.815287,0,0,0,282.924395,283.738135,282.069375,284.538761,288.112503,287.463764,281.925018,294.489389,350.935003,352.410004,354.264989,349.572497,349.859985,351.652498,353.804995,550.805725,3274.318817
35010,340.819987,280.110006,257.640015,6.99436,238.710012,9.614197,5.0784,0.00296,310.766683,309.466665,0.01608,350.960002,0,0,6136.583171,0,0,0,282.945018,283.725006,282.075002,284.535014,288.105001,287.460012,281.940013,294.480011,350.960002,352.400004,354.319987,349.639994,349.899984,351.599996,353.699982,550.7948,3273.792236
35015,340.859985,280.325002,257.83001,7.01464,238.930013,9.615226,5.08088,0.00296,310.677789,309.566671,0.0162,350.953335,0,0,6158.435818,0,0,0,282.93002,283.725006,282.059998,284.570014,288.08,287.505005,281.940006,294.445001,350.953335,352.380005,354.359985,349.753323,349.926649,351.586667,353.726654,550.619995,3273.792236
35020,340.884984,280.612509,258.067511,7.01768,239.130011,9.635802,5.08296,0.00276,310.60834,309.691678,0.01596,350.982501,0,0,6150.641154,0,0,0,282.911266,283.734384,282.078753,284.55751,288.067505,287.495633,281.921261,294.429384,350.982501,352.405004,354.397484,349.732491,349.809987,351.619996,353.784993,550.565369,3273.917613
35025,340.899984,280.860006,258.330007,6.9896,239.355011,9.635803,5.08208,0.00244,310.533335,309.800008,0.01584,350.980001,0,0,6125.742025,0,0,0,282.88501,283.740011,282.13501,284.535014,288.060008,287.490011,281.940013,294.420013,350.980001,352.440002,354.419983,349.659993,349.759989,351.680003,353.839996,550.619995,3273.992839
35030,340.886651,281.035,258.505005,6.97504,239.560006,9.65535,5.08232,0.00256,310.455553,309.944441,0.01572,350.980001,0,0,6113.566732,0,0,0,282.810008,283.735009,282.175008,284.530019,288.05501,287.505012,281.925018,294.440013,350.980001,352.413337,354.399984,349.659993,349.866652,351.686669,353.82666,550.823934,3273.792236
35035,340.932482,281.263134,258.705009,7.00528,239.713132,9.64892,5.08744,0.00328,310.358337,310.062504,0.01548,351.042498,0,0,6136.15035,0,0,0,282.866268,283.738141,282.159387,284.580017,288.067505,287.486271,281.925018,294.446269,351.042498,352.380005,354.399984,349.709992,349.924983,351.732501,353.772485,550.641846,3273.792236
35040,340.97998,281.460012,258.915009,7.00984,239.88001,9.640432,5.09272,0.00236,310.266683,310.166677,0.01604,351.039998,0,0,6149.136556,0,0,0,282.870015,283.725016,282.150014,284.580017,288.045003,287.475016,281.925018,294.51002,351.039998,352.420003,354.399984,349.679993,349.899984,351.74,353.779989,550.532593,3273.792236
35045,340.973314,281.645006,259.110012,7.0134,240.140013,9.630144,5.09688,0.00268,310.177789,310.266676,0.0158,350.986667,0,0,6149.882975,0,0,0,282.805013,283.725006,282.125017,284.590013,288.020006,287.515008,281.925018,294.460005,350.986667,352.446669,354.473314,349.619995,349.90665,351.746667,353.746646,550.678263,3273.925971
35050,340.939982,281.848134,259.335005,6.9908,240.352512,9.616319,5.09992,0.00296,310.10834,310.412504,0.01604,350.995,0,0,6120.461589,0,0,0,282.789385,283.706263,282.140647,284.593131,288.035636,287.51814,281.93439,294.444375,350.995,352.367505,354.427483,349.669993,349.927483,351.755,353.80499,550.751099,3274.09314
35055,340.959981,282.045013,259.545013,6.97528,240.51001,9.62037,5.10224,0.00296,310,310.533335,0.01616,351,0,0,6108.019369,0,0,0,282.810008,283.695018,282.13502,284.595001,288.030009,287.520019,281.925008,294.480011,351,352.340006,354.419983,349.73999,349.979981,351.76,353.880005,550.7948,3273.992839
35060,340.926649,282.280016,259.720018,6.99024,240.705009,9.634259,5.104,0.003,309.899994,310.62223,0.01604,350.92667,0,0,6121.29324,0,0,0,282.785007,283.71501,282.160021,284.605001,288.05501,287.530012,281.900011,294.505018,350.92667,352.360006,354.339986,349.686659,350.086656,351.786665,353.793335,550.707397,3273.524767
35065,340.98498,282.555007,259.891885,7.02108,240.930011,9.62365,5.10696,0.00304,309.837503,310.733341,0.01632,350.897504,0,0,6147.643779,0,0,0,282.763128,283.683765,282.163138,284.58938,288.076876,287.52376,281.915641,294.461262,350.897504,352.435003,354.439982,349.632495,350.169997,351.707502,353.759988,550.434265,3273.441182
35070,340.97998,282.780009,260.070007,7.02912,241.14001,9.637346,5.11088,0.00228,309.733348,310.866669,0.01628,350.900004,0,0,6155.224121,0,0,0,282.780009,283.680013,282.150014,284.62501,288.105001,287.565013,281.910014,294.465017,350.900004,352.460002,354.439982,349.679993,350.079987,351.720001,353.819987,550.44519,3273.391032
35075,341.013312,282.985009,260.270006,7.0078,241.33501,9.622428,5.11392,0.00248,309.655565,310.988888,0.01616,350.92667,0,0,6130.042155,0,0,0,282.715017,283.735009,282.140021,284.640011,288.125007,287.545007,281.925018,294.495022,350.92667,352.42667,354.326653,349.713325,350.053318,351.726668,353.900004,550.619995,3272.588623
35080,341.017485,283.185012,260.473134,6.99644,241.560012,9.610532,5.1156,0.003,309.558337,311.16251,0.01588,350.910004,0,0,6119.936564,0,0,0,282.727516,283.747513,282.127518,284.593137,288.093754,287.473136,281.925012,294.476269,350.910004,352.397504,354.409983,349.642494,350.069992,351.735001,353.825001,550.565369,3272.713999
35085,341.079997,283.425008,260.670013,6.99676,241.785014,9.601852,5.11624,0.00352,309.466665,311.300008,0.01592,350.900004,0,0,6117.215332,0,0,0,282.780009,283.740011,282.120015,284.580017,288.075002,287.460012,281.925008,294.525014,350.900004,352.420003,354.479981,349.619995,350.079997,351.76,353.839996,550.44519,3272.789225
35090,341.059994,283.680003,260.845018,7.00268,241.990011,9.606996,5.11784,0.00356,309.35556,311.422217,0.01588,350.84,0,0,6116.634277,0,0,0,282.810008,283.745012,282.085005,284.560011,288.089996,287.440016,281.935015,294.540012,350.84,352.473334,354.493313,349.679993,350.019996,351.66667,353.886664,550.532593,3272.856093
35095,341.047484,283.895635,261.035634,7.00476,242.15251,9.652006,5.11944,0.00316,309.258349,311.512501,0.016,350.827498,0,0,6124.046285,0,0,0,282.819392,283.779391,282.069375,284.516261,288.108752,287.424386,281.956881,294.530645,350.827498,352.452502,354.472481,349.642494,350.007492,351.787498,353.794987,550.751099,3273.315806
35100,341.079987,284.100006,261.225006,6.99696,242.325012,9.67284,5.12248,0.00356,309.166677,311.633341,0.01608,350.860006,0,0,6116.010579,0,0,0,282.795013,283.785014,282.090007,284.490021,288.120005,287.430013,281.955007,294.570018,350.860006,352.399994,354.359985,349.619995,350.120005,351.779999,353.799988,550.7948,3273.591634
35105,341.066657,284.290002,261.425008,7.00044,242.520011,9.648148,5.1264,0.00456,309.055559,311.744459,0.01612,350.806668,0,0,6120.552354,0,0,0,282.815009,283.760017,282.105011,284.480018,288.089996,287.415015,281.915015,294.600009,350.806668,352.299991,354.319987,349.679993,350.073327,351.673336,353.853333,550.765666,3273.658501
35110,341.112506,284.471255,261.675011,6.99244,242.698137,9.646219,5.12776,0.0026,308.958331,311.862509,0.01576,350.814999,0,0,6110.855225,0,0,0,282.821261,283.710014,282.114389,284.458136,288.108752,287.415024,281.930632,294.656261,350.814999,352.375005,354.432482,349.679993,350.039984,351.690002,353.869996,550.729248,3273.365957
35115,341.140005,284.700012,261.900004,6.98704,242.895009,9.631173,5.12912,0.00208,308.866669,312,0.01548,350.819997,0,0,6100.798665,0,0,0,282.870015,283.665019,282.120015,284.445007,288.13501,287.415019,281.985006,294.720011,350.819997,352.400004,354.439982,349.719991,350.019989,351.700002,353.920003,550.882202,3273.391032
35120,341.133331,284.955017,262.135006,7.0012,243.060013,9.625515,5.13144,0.0026,308.755571,312.12223,0.01568,350.773319,0,0,6115.790256,0,0,0,282.865007,283.700016,282.105011,284.425015,288.115004,287.425012,281.995009,294.745012,350.773319,352.40667,354.40665,349.746657,349.979981,351.720001,353.799995,550.94047,3273.658501
35125,341.074992,285.114389,262.335013,7.0198,243.247512,9.613619,5.13272,0.0036,308.658343,312.233341,0.01604,350.802499,0,0,6130.805786,0,0,0,282.774385,283.725006,282.105011,284.409396,288.108752,287.465636,281.979379,294.673139,350.802499,352.389998,354.402484,349.75499,350.042491,351.682503,353.749992,551.067932,3273.616709
35130,341.019989,285.285014,262.515015,6.98876,243.435013,9.618827,5.13352,0.00396,308.566671,312.366669,0.01592,350.799998,0,0,6103.458496,0,0,0,282.75001,283.725006,282.090007,284.430013,288.120005,287.475006,281.970011,294.660014,350.799998,352.279989,354.399984,349.839986,350.140005,351.660004,353.860006,551.057007,3273.992838
35135,341.006646,285.500014,262.71501,6.96284,243.605009,9.637346,5.13592,0.00312,308.455553,312.466665,0.01552,350.719981,0,0,6065.765842,0,0,0,282.740007,283.705007,282.060004,284.435011,288.110002,287.425012,281.945011,294.690006,350.719981,352.253326,354.373318,349.813321,350.119999,351.706668,353.899997,550.94047,3274.126573
35140,341.06499,285.721887,262.899385,7.0016,243.826883,9.662423,5.1404,0.00272,308.358337,312.591672,0.01568,350.694982,0,0,6098.843608,0,0,0,282.68064,283.680014,282.069384,284.431894,288.106883,287.456265,281.970001,294.680639,350.694982,352.320007,354.352486,349.779989,350.107497,351.677503,353.849991,550.849426,3273.66686
35145,341.100006,285.900014,263.115011,7.02104,244.020009,9.651235,5.1428,0.00328,308.266683,312.666677,0.01528,350.73998,0,0,6124.049642,0,0,0,282.690013,283.680023,282.075002,284.430023,288.090007,287.490011,281.955007,294.64502,350.73998,352.340007,354.379985,349.699992,350.099996,351.700002,353.859996,550.619995,3273.391032
35150,341.086667,286.120015,263.285014,6.98764,244.230011,9.65895,5.14488,0.00316,308.177789,312.766676,0.01572,350.733314,0,0,6099.268338,0,0,0,282.725013,283.700016,282.030002,284.400024,288.13501,287.495009,281.925012,294.735012,350.733314,352.353339,354.433316,349.693326,350.059991,351.74,353.853333,550.678263,3273.19043
35155,341.069992,286.357512,263.497512,6.98152,244.426884,9.683063,5.14752,0.00296,308.10834,312.891669,0.01612,350.687482,0,0,6086.934285,0,0,0,282.712509,283.725006,281.992508,284.400024,288.116254,287.473136,281.915632,294.763135,350.687482,352.3325,354.299988,349.697492,350.122499,351.702502,353.807493,550.696472,3273.315806
35160,341.079997,286.575012,263.715017,7.00168,244.63501,9.680556,5.14872,0.0036,308.033335,312.966665,0.01584,350.639984,0,0,6106.584473,0,0,0,282.720011,283.725006,281.985006,284.400024,288.105001,287.460012,281.910014,294.75001,350.639984,352.339996,354.279989,349.699992,350.019989,351.680003,353.839996,550.707397,3273.591634
35165,341.126672,286.765008,263.915019,7.03568,244.80001,9.700617,5.154,0.00348,307.955553,313.044447,0.01568,350.593319,0,0,6132.832411,0,0,0,282.765011,283.695011,281.990007,284.380018,288.125007,287.470018,281.925018,294.770006,350.593319,352.33334,354.253323,349.646661,349.90665,351.640004,353.859999,550.882202,3273.658501
35170,341.172503,286.936883,264.118139,7.046,245.006263,9.697724,5.1584,0.00272,307.858337,313.141675,0.01588,350.609985,0,0,6133.352804,0,0,0,282.830633,283.657516,282.024386,284.37376,288.103125,287.482513,281.906263,294.804391,350.609985,352.350006,354.294988,349.554998,349.964987,351.690002,353.797499,550.827576,3273.365957
35175,341.139994,287.115011,264.315013,7.00972,245.190013,9.695988,5.1604,0.00296,307.766683,313.233348,0.01608,350.599986,0,0,6120.348307,0,0,0,282.840007,283.650014,282.045003,284.430013,288.075002,287.490011,281.895009,294.810018,350.599986,352.380005,354.399984,349.619995,350.019989,351.660004,353.840006,550.7948,3273.19043
35180,341.119988,287.30501,264.530012,6.98116,245.395009,9.717078,5.16176,0.0026,307.677789,313.322235,0.01604,350.619985,0,0,6092.412543,0,0,0,282.830007,283.625007,282.059998,284.51002,288.065006,287.485012,281.925018,294.815013,350.619985,352.413337,354.486647,349.626662,350.026659,351.613339,353.766663,550.707397,3273.457899
35185,341.195002,287.495632,264.770641,6.96632,245.595008,9.6875,5.16296,0.00276,307.60834,313.391669,0.0154,350.657483,0,0,6070.42039,0,0,0,282.892517,283.612503,282.041255,284.553768,288.071253,287.478765,281.943761,294.821262,350.657483,352.367499,354.432482,349.634995,350.134998,351.617505,353.762485,550.543518,3273.66686
35190,341.180003,287.715017,264.975016,6.99348,245.775009,9.625,5.16568,0.00268,307.533335,313.466665,0.01512,350.619985,0,0,6088.33252,0,0,0,282.88502,283.620005,281.985016,284.565013,288.045013,287.505005,281.970001,294.810018,350.619985,352.319987,354.47998,349.699992,350.079987,351.620005,353.899994,550.532593,3273.591634
35195,341.193336,287.935015,265.225006,7.02964,245.995007,9.618313,5.16872,0.00236,307.477776,313.522224,0.01512,350.566654,0,0,6117.985949,0,0,0,282.880022,283.615004,281.945011,284.525007,288.045013,287.47501,281.960005,294.810018,350.566654,352.326657,354.419983,349.673326,349.973314,351.646671,353.973334,550.416056,3273.658501
35200,341.197502,288.125631,265.471887,7.0244,246.166887,9.676505,5.17008,0.0026,307.429162,313.570838,0.0148,350.574987,0,0,6114.0719,0,0,0,282.892517,283.580625,281.951258,284.456264,288.054385,287.437515,281.956881,294.791262,350.574987,352.410004,354.344986,349.689992,349.952488,351.629999,353.940002,550.488892,3273.24058
35205,341.200002,288.315002,265.63501,6.9932,246.330012,9.677469,5.17024,0.00268,307.366669,313.600006,0.01548,350.619985,0,0,6092.94515,0,0,0,282.900014,283.575002,281.925018,284.370015,288.060008,287.430013,281.955007,294.840017,350.619985,352.380005,354.399984,349.559998,350.059998,351.599986,353.960002,550.532593,3272.989827
35210,341.126672,288.505008,265.80501,6.99736,246.470011,9.716049,5.17424,0.00288,307.300018,313.644453,0.0156,350.559987,0,0,6085.870605,0,0,0,282.845008,283.589996,281.925018,284.375017,288.065006,287.445011,281.935015,294.895013,350.559987,352.320001,354.339986,349.546665,350.153337,351.566657,354,550.678263,3272.789226
35215,341.185003,288.723766,265.998767,7.0006,246.682509,9.734375,5.17896,0.00292,307.258349,313.700012,0.0156,350.447492,0,0,6089.848572,0,0,0,282.757507,283.589996,281.925018,284.418767,288.089996,287.482513,281.966259,294.907516,350.447492,352.344997,354.389984,349.679993,350.195002,351.675003,353.937503,550.641846,3272.413096
35220,341.220001,288.975006,266.190013,6.99452,246.960012,9.726852,5.18144,0.00296,307.200012,313.700012,0.01504,350.419993,0,0,6083.186849,0,0,0,282.795013,283.589996,281.940013,284.445007,288.089996,287.505015,281.985006,294.88502,350.419993,352.360006,354.379985,349.639994,350.180003,351.76,353.860006,550.532593,3272.789225
35225,341.220001,289.265004,266.410007,6.98464,247.185013,9.715021,5.18576,0.00312,307.155565,313.744459,0.01444,350.386661,0,0,6071.467719,0,0,0,282.870019,283.620005,281.980004,284.445007,288.070004,287.520016,281.970001,294.860026,350.386661,352.293328,354.399984,349.639994,350.180003,351.666663,353.879998,550.386922,3273.19043
35230,341.245,289.44001,266.638137,7.00184,247.372512,9.705054,5.18752,0.00284,307.100006,313.800018,0.01512,350.394994,0,0,6080.887309,0,0,0,282.860639,283.685637,282.020629,284.435636,288.054385,287.482513,281.951258,294.903768,350.394994,352.30999,354.374985,349.714991,350.105,351.61249,353.917494,550.25946,3273.315806
35235,341.26,289.63501,266.850006,7.0116,247.545013,9.67284,5.18752,0.00228,307.066671,313.800018,0.01536,350.399994,0,0,6081.949382,0,0,0,282.855021,283.725006,282.059998,284.445018,288.075002,287.460012,281.940013,294.930013,350.399994,352.380005,354.299988,349.699992,350.019989,351.659993,353.920003,550.619995,3273.19043
35240,341.26,289.810018,267.065019,7.00288,247.750008,9.685185,5.18968,0.00228,307,313.822235,0.015,350.299998,0,0,6069.469618,0,0,0,282.880022,283.71501,282.059998,284.480018,288.070004,287.425012,281.960005,294.92002,350.299998,352.299995,354.373318,349.619995,349.986654,351.733334,353.846673,550.823934,3272.454888
