Time,Exp_data.T_ms_out,Pane1-T salida caldera HTF - PV,Pane1-T linea S.del Enfria. HTF-S. - PV,Pane1-Caudal Linea circulacion HTF - PV,Pane1-Temperatura en tanque de HTF - PV,Pane1-Presion de aceite termico caldera,Pane1-Presion Entr. y S. tanq.exp. - PV,Exp_data.mdot_ms_in,Exp_data.T_ms_in,Pane1-Temperatura circuito 11 - PV,Exp_data.p_ms_out,Pane1-Temperatura S. tanque S. cali. - PV,Pane1-Caudal calculado (P2WSC10CT008),Pane1-Caudal calculado (P2WSC20CT001),Pane1-Caudal calculado (P4WTA10CT003),ms,dp_ms,dp_oil,TTC1,TTC2,TTC3,TTC4,TTC5,TTC6,TTC7,TTC8,Exp_data.TTH1,Exp_data.TTH2,Exp_data.TTH3,Exp_data.TTH4,Exp_data.TTH5,Exp_data.TTH6,Exp_data.TTH7,Exp_data.Lv_cold_tank,Exp_data.Lv_hot_tank
30600,336.720001,69.900002,102.240006,0.01004,117.285004,6.816358,3.42312,0.00268,307.233348,313.600006,0.01368,349.039988,0,0,0,0,0,0,284.130015,285.030009,283.515004,285.825012,289.50001,288.88502,283.230011,288.630005,349.039988,352.319997,354.259989,350.49999,350.099996,351.579997,353.980001,550.882202,3275.396891
30605,336.713335,69.905001,102.240006,0.01024,117.270004,6.781893,3.42304,0.00276,307.200012,313.600006,0.01364,349.059987,0,0,0,0,0,0,284.145016,285.040002,283.5,285.78501,289.485016,288.900024,283.265021,288.660007,349.059987,352.33334,354.213325,350.439992,350.100006,351.613339,354,550.882202,3275.463732
30610,336.767499,69.93,102.21188,0.00928,117.279379,6.771605,3.42448,0.00212,307.179178,313.600006,0.01324,349.084986,0,0,0,0,0,0,284.173133,285.061883,283.5,285.772507,289.494387,288.881269,283.252518,288.669383,349.084986,352.375005,354.092496,350.439992,350.075001,351.605,353.962502,550.827576,3275.045929
30615,336.74,69.93,102.165003,0.00908,117.285004,6.762346,3.42472,0.00204,307.133341,313.600006,0.01324,349.019989,0,0,0,0,0,0,284.220001,285.060008,283.5,285.780009,289.50001,288.870015,283.26002,288.660004,349.019989,352.420003,354.179993,350.359995,350.039988,351.539988,353.900004,550.7948,3274.995768
30620,336.733334,69.900002,102.140002,0.0104,117.270004,6.77109,3.42448,0.00176,307.100006,313.600006,0.01312,348.973324,0,0,0,0,0,0,284.180006,285.040002,283.5,285.825009,289.495012,288.880018,283.255018,288.710005,348.973324,352.42667,354.126662,350.379995,350.07999,351.533325,353.893338,550.823934,3275.731147
30625,336.787498,69.843754,102.118128,0.00992,117.26063,6.788773,3.42488,0.0022,307.079172,313.558337,0.01304,349.00249,0,0,0,0,0,0,284.223759,285.052505,283.518756,285.843754,289.498136,288.873767,283.24876,288.688132,349.00249,352.435003,354.122495,350.454992,350.142504,351.575001,353.935003,550.751099,3276.149068
30630,336.819997,69.810005,102.090004,0.0096,117.255005,6.782407,3.4236,0.002,307.033335,313.5,0.01368,349.019989,0,0,0,0,0,0,284.205007,285.045003,283.545013,285.855011,289.50001,288.900024,283.275014,288.675008,349.019989,352.440002,354.23999,350.519989,350.180003,351.539988,353.980001,550.7948,3276.399821
30635,336.793332,69.785005,102.050006,0.01052,117.250005,6.773662,3.42272,0.00332,307,313.5,0.01344,348.979991,0,0,0,0,0,0,284.18001,285.050005,283.545013,285.910017,289.51,288.890021,283.255018,288.695018,348.979991,352.380005,354.299988,350.539988,350.15333,351.553318,353.960002,550.823934,3276.065484
30640,336.822497,69.772503,102.037506,0.01052,117.225006,6.776234,3.42336,0.00384,307,313.458331,0.01364,348.929993,0,0,0,0,0,0,284.120642,285.08439,283.526258,285.847511,289.485007,288.877518,283.239389,288.691889,348.929993,352.380005,354.24999,350.514989,350.107497,351.582498,353.935003,550.805725,3275.647613
30645,336.819997,69.780004,102.015004,0.00964,117.225006,6.780864,3.42344,0.00316,307,313.399994,0.01364,348.939992,0,0,0,0,0,0,284.145009,285.105021,283.485006,285.810008,289.50001,288.88502,283.245015,288.675008,348.939992,352.360006,354.23999,350.479991,350.180003,351.600006,353.920003,550.969604,3274.995768
30650,336.846663,69.775003,101.990004,0.00948,117.225006,6.772634,3.42352,0.00364,307,313.399994,0.01392,348.919993,0,0,0,0,0,0,284.190006,285.140018,283.425015,285.810001,289.510006,288.900024,283.240014,288.690006,348.919993,352.320001,354.266656,350.393327,350.139991,351.533329,353.886671,551.086141,3274.527778
30655,336.942492,69.759376,101.996255,0.01096,117.206255,6.799961,3.42432,0.00352,307,313.358337,0.01356,348.832497,0,0,0,0,0,0,284.152512,285.136888,283.425011,285.781878,289.503759,288.890647,283.252518,288.671261,348.832497,352.344997,354.162493,350.434993,350.077489,351.462481,353.932503,551.122559,3274.945648
30660,336.979991,69.750003,101.970001,0.0118,117.180005,6.824074,3.4248,0.0024,307,313.300018,0.01336,348.779999,0,0,0,0,0,0,284.175008,285.075012,283.485006,285.795003,289.529999,288.88502,283.26002,288.720011,348.779999,352.380005,354.159993,350.379995,350.099996,351.49998,353.880005,551.144409,3275.196371
30665,337.006656,69.685003,101.980002,0.0096,117.170007,6.793724,3.42512,0.00204,307,313.277795,0.01368,348.779999,0,0,0,0,0,0,284.190006,285.010006,283.490004,285.795007,289.510006,288.890021,283.245015,288.745015,348.779999,352.34,354.119995,350.393327,349.973314,351.539985,353.920003,550.94047,3275.12953
30670,336.977491,69.678753,101.973753,0.00876,117.166881,6.774113,3.4248,0.00224,307,313.229181,0.01396,348.755,0,0,0,0,0,0,284.171261,284.994387,283.48688,285.785627,289.494387,288.886889,283.216882,288.748137,348.755,352.264988,354.132495,350.49749,349.927489,351.552493,353.945002,550.904053,3275.171306
30675,336.959992,69.705002,101.925003,0.00912,117.180008,6.794753,3.42328,0.00216,307,313.200012,0.01412,348.700002,0,0,0,0,0,0,284.205007,284.985006,283.5,285.795003,289.50001,288.900014,283.245015,288.810008,348.700002,352.219981,354.139994,350.49999,349.979991,351.539988,353.880005,550.619995,3274.99585
30680,336.973324,69.675003,101.860006,0.00956,117.160005,6.826132,3.42456,0.0028,307,313.155565,0.01392,348.660004,0,0,0,0,0,0,284.210005,284.950005,283.520006,285.819997,289.485009,288.900018,283.245015,288.835005,348.660004,352.266659,354.146661,350.399994,349.953315,351.506646,353.886671,550.532593,3275.263211
30685,336.964991,69.637505,101.853756,0.00892,117.144378,6.811343,3.42608,0.003,307,313.079172,0.01372,348.647504,0,0,0,0,0,0,284.169389,284.962509,283.545013,285.813747,289.466251,288.890638,283.22626,288.828753,348.647504,352.299995,354.217491,350.437492,349.932482,351.514979,353.945002,550.751099,3275.848165
30690,336.939992,69.630005,101.850004,0.00956,117.120005,6.796296,3.42488,0.00232,307,313.033335,0.0136,348.620005,0,0,0,0,0,0,284.160014,284.970011,283.530009,285.839996,289.455007,288.88502,283.230011,288.870015,348.620005,352.259989,354.259989,350.49999,349.939982,351.519989,353.940002,550.882202,3275.998617
30695,336.973324,69.595003,101.770002,0.00988,117.075005,6.797839,3.42544,0.00204,307.022224,312.955553,0.0136,348.599999,0,0,0,0,0,0,284.190006,284.985016,283.490004,285.810001,289.475013,288.890021,283.215007,288.900018,348.599999,352.333333,354.199992,350.426659,349.973321,351.586667,354,551.027873,3275.731147
30700,337.00249,69.579376,101.735628,0.01032,117.112503,6.791088,3.42456,0.0022,307.070838,312.879166,0.0136,348.562486,0,0,0,0,0,0,284.14314,284.994387,283.468137,285.781878,289.462509,288.840013,283.233762,288.918765,348.562486,352.374996,354.162493,350.322497,350.052493,351.594997,353.925003,550.718323,3275.898315
30705,337.019989,69.585002,101.730003,0.01032,117.105003,6.75,3.42408,0.00264,307.100006,312.833343,0.01352,348.539988,0,0,0,0,0,0,284.100016,285.015004,283.455017,285.809998,289.470011,288.795003,283.215007,288.975016,348.539988,352.359996,354.179993,350.359996,350.039988,351.620005,353.860006,550.619995,3275.998616
30710,336.979991,69.56,101.735003,0.00928,117.110003,6.771605,3.42368,0.0028,307.100006,312.777795,0.01348,348.546661,0,0,0,0,0,0,284.050012,285.010006,283.45501,285.820004,289.46501,288.85001,283.240014,289.015004,348.546661,352.273319,354.139994,350.359996,349.993313,351.600006,353.940002,550.882202,3276.065484
30715,336.929993,69.547501,101.703754,0.00968,117.106878,6.786073,3.4228,0.00268,307.100006,312.729181,0.01352,348.442482,0,0,0,0,0,0,284.062515,284.985016,283.44563,285.785636,289.440009,288.890647,283.233762,289.008761,348.442482,352.289993,354.127495,350.372495,349.959981,351.575001,353.952502,551.046082,3275.77299
30720,336.979991,69.555,101.670006,0.01028,117.060005,6.734568,3.42304,0.00184,307.133341,312.666677,0.01356,348.439982,0,0,0,0,0,0,284.085012,285.00001,283.425008,285.765004,289.440013,288.870015,283.215007,289.02002,348.439982,352.319997,354.219991,350.439992,349.939982,351.539988,353.960002,551.144409,3275.597493
30725,337.053321,69.57,101.665006,0.00888,117.045006,6.71142,3.42224,0.00196,307.200012,312.577783,0.01372,348.473314,0,0,0,0,0,0,284.08001,285.040002,283.440006,285.750007,289.430006,288.855011,283.220008,288.980018,348.473314,352.366672,354.193325,350.399994,350.039978,351.56665,353.940002,550.882202,3275.597412
30730,337.00749,69.55125,101.658755,0.00944,117.026257,6.736497,3.4232,0.00272,307.200012,312.529168,0.01336,348.414983,0,0,0,0,0,0,284.064387,285.052505,283.458759,285.768758,289.417511,288.873767,283.216882,288.986263,348.414983,352.325001,354.084997,350.412493,350.002486,351.562486,353.965001,550.936829,3275.722788
30735,336.99999,69.525002,101.625003,0.01092,117.015007,6.74537,3.42304,0.00408,307.200012,312.466665,0.01332,348.439982,0,0,0,0,0,0,284.085012,285.060008,283.410014,285.795003,289.395009,288.88502,283.230011,288.975016,348.439982,352.279989,354.099996,350.459991,349.899994,351.579987,354,551.057007,3276.199218
30740,337.046655,69.525002,101.630003,0.01048,117.025007,6.74537,3.4228,0.00344,307.244459,312.377777,0.01372,348.433316,0,0,0,0,0,0,284.075016,285.075012,283.375017,285.795007,289.370012,288.865014,283.230011,288.940016,348.433316,352.246646,354.153327,350.506656,349.839986,351.693336,353.946669,550.969604,3276.66729
30745,337.079987,69.496878,101.626879,0.00992,117.009382,6.749228,3.42216,0.0032,307.300018,312.308343,0.0136,348.462481,0,0,0,0,0,0,284.118762,285.056257,283.396884,285.785627,289.376264,288.877518,283.230011,289.008761,348.462481,352.217481,354.144994,350.50249,349.927483,351.647504,353.855,550.696472,3276.123993
30750,337.099986,69.465004,101.580002,0.00996,117.015007,6.731482,3.422,0.00232,307.300018,312.233348,0.01344,348.459981,0,0,0,0,0,0,284.025024,285.045003,283.395009,285.780009,289.365011,288.88502,283.245015,289.050018,348.459981,352.219981,354.019999,350.49999,349.959981,351.579997,353.859996,550.619995,3275.597412
30755,337.126651,69.450003,101.555003,0.00988,117.010007,6.729938,3.4224,0.00132,307.344452,312.155565,0.01336,348.379985,0,0,0,0,0,0,284.025021,285.055006,283.395016,285.775007,289.365017,288.890021,283.265021,289.050015,348.379985,352.259986,354.09333,350.459992,349.986654,351.506653,353.92667,550.736532,3275.463732
30760,337.122485,69.412502,101.542503,0.00964,117.013132,6.711613,3.42152,0.00204,307.399994,312.058337,0.01368,348.317487,0,0,0,0,0,0,284.034388,285.039377,283.413761,285.768756,289.355642,288.877518,283.24314,289.050011,348.317487,352.247495,354.159994,350.447492,350.044993,351.564999,353.885005,550.936829,3275.045929
30765,337.159983,69.405001,101.550003,0.00936,116.985006,6.66821,3.42216,0.00264,307.433329,311.966665,0.01356,348.299988,0,0,0,0,0,0,283.995015,285.060008,283.395009,285.795013,289.395019,288.870015,283.230011,289.12501,348.299988,352.219991,354.23999,350.379995,350.039998,351.600006,353.860006,551.057007,3274.795247
30770,337.186649,69.389999,101.555003,0.00896,116.955003,6.684156,3.42288,0.00324,307.5,311.877777,0.01352,348.286655,0,0,0,0,0,0,284.015025,285.055006,283.400007,285.78501,289.395019,288.855011,283.220008,289.150014,348.286655,352.266659,354.199992,350.306664,350.073327,351.626672,353.920003,550.969604,3274.862115
30775,337.169983,69.380625,101.523754,0.00964,116.955004,6.697338,3.42328,0.00328,307.5,311.808343,0.01392,348.319987,0,0,0,0,0,0,284.086894,285.001878,283.387512,285.800634,289.376264,288.873767,283.207504,289.171885,348.319987,352.325001,354.274989,350.364995,350.014979,351.609999,353.907497,550.751099,3274.820323
30780,337.199982,69.360001,101.490006,0.00972,116.940002,6.70679,3.42408,0.00264,307.5,311.733348,0.0138,348.379985,0,0,0,0,0,0,284.115011,284.985006,283.395009,285.855011,289.365011,288.88502,283.215007,289.26001,348.379985,352.299998,354.279989,350.399994,350.039988,351.539988,353.799988,550.882202,3274.99585
30785,337.233314,69.355001,101.445006,0.01036,116.930003,6.710391,3.42536,0.0024,307.544447,311.655565,0.01356,348.319987,0,0,0,0,0,0,284.09001,285.020003,283.420007,285.865004,289.375014,288.845015,283.230011,289.345022,348.319987,352.346673,354.266656,350.453325,350.08,351.593323,353.759979,551.086141,3274.862115
30790,337.212481,69.3675,101.388754,0.00988,116.945627,6.686921,3.42424,0.002,307.620841,311.558337,0.0136,348.269989,0,0,0,0,0,0,284.124385,285.026257,283.43251,285.802498,289.368762,288.813764,283.230011,289.338765,348.269989,352.355006,354.199992,350.482491,350.004988,351.660004,353.834989,551.067932,3274.820272
30795,337.219981,69.345001,101.370003,0.00912,116.925003,6.672839,3.4232,0.00236,307.666677,311.466665,0.0142,348.259989,0,0,0,0,0,0,284.130005,285.045003,283.425008,285.765004,289.380015,288.795003,283.200012,289.275014,348.259989,352.340007,354.259989,350.419993,350.099986,351.619995,353.940002,551.144409,3275.196289
30800,337.199982,69.300003,101.375003,0.00984,116.920003,6.705761,3.42168,0.00332,307.722236,311.377777,0.01412,348.226657,0,0,0,0,0,0,284.140011,285.040002,283.440006,285.80501,289.360009,288.820001,283.160007,289.305016,348.226657,352.34,354.23999,350.386661,350.139998,351.619988,353.900004,551.027873,3275.463732
30805,337.199982,69.318752,101.343754,0.01028,116.923128,6.721836,3.422,0.00268,307.77085,311.308343,0.01384,348.222491,0,0,0,0,0,0,284.030646,285.052505,283.468131,285.826876,289.372513,288.832504,283.194375,289.314386,348.222491,352.289993,354.264989,350.369995,350.064999,351.732501,353.8375,550.936829,3275.171306
30810,337.199982,69.330002,101.310005,0.01008,116.925003,6.708333,3.4224,0.0028,307.800018,311.233348,0.01344,348.23999,0,0,0,0,0,0,284.01002,285.060008,283.440002,285.839996,289.395009,288.840007,283.185008,289.335012,348.23999,352.299998,354.279989,350.399994,350.140004,351.720001,353.859996,551.057007,3274.795248
30815,337.253326,69.300003,101.305005,0.01008,116.935003,6.698045,3.42136,0.00296,307.844452,311.155565,0.01336,348.253323,0,0,0,0,0,0,284.055023,285.075012,283.400007,285.810001,289.42001,288.845008,283.160007,289.34001,348.253323,352.279995,354.293321,350.419993,350.166663,351.633331,353.913337,551.027873,3274.661513
30820,337.320001,69.300003,101.30813,0.01008,116.900629,6.702546,3.42224,0.00304,307.920828,311.037502,0.01336,348.282489,0,0,0,0,0,0,284.073766,285.065634,283.387512,285.800634,289.395019,288.832504,283.184998,289.365013,348.282488,352.242486,354.259989,350.369995,350.11249,351.599991,353.880005,550.991455,3275.121175
30825,337.299988,69.270002,101.280006,0.00972,116.880005,6.728395,3.4216,0.00256,307.966665,310.933329,0.01348,348.319987,0,0,0,0,0,0,284.025014,285.060008,283.395009,285.825012,289.410014,288.840007,283.184998,289.395009,348.319987,352.299998,354.219991,350.359995,350.139994,351.619995,353.860006,550.969605,3275.196371
30830,337.299991,69.22,101.220005,0.0104,116.845005,6.736626,3.42,0.00196,308.044447,310.85556,0.01404,348.33332,0,0,0,0,0,0,284.055013,285.065009,283.420007,285.815006,289.410007,288.845008,283.205004,289.330007,348.33332,352.353333,354.299988,350.299998,350.186669,351.660004,353.886671,550.7948,3275.12953
30835,337.375005,69.213751,101.173128,0.00964,116.82938,6.75463,3.42088,0.00168,308.120841,310.737515,0.0138,348.262489,0,0,0,0,0,0,283.998753,285.052505,283.43251,285.858752,289.381891,288.860638,283.230011,289.370633,348.262489,352.357497,354.174993,350.274999,350.182496,351.647504,353.907504,550.904053,3275.296631
30840,337.420003,69.18,101.145004,0.00932,116.850006,6.776234,3.42152,0.0022,308.166677,310.633341,0.01364,348.23999,0,0,0,0,0,0,283.995005,285.045003,283.440013,285.855011,289.380015,288.88502,283.230011,289.440013,348.23999,352.420003,354.179993,350.319997,350.139994,351.680003,353.860006,550.7948,3275.196371
30845,337.42667,69.175001,101.135005,0.00944,116.845006,6.780864,3.42384,0.00256,308.222236,310.577783,0.01364,348.299988,0,0,0,0,0,0,284.070011,285.040002,283.455017,285.795013,289.360009,288.875017,283.250017,289.37502,348.299988,352.373332,354.186659,350.393327,350.186669,351.753333,353.913337,550.823934,3275.12953
30850,337.397504,69.178125,101.141254,0.00956,116.810631,6.767361,3.42416,0.00212,308.27085,310.487499,0.014,348.312487,0,0,0,0,0,0,284.060637,285.061883,283.455017,285.823134,289.363135,288.900018,283.246891,289.396891,348.312487,352.252488,354.319987,350.422493,350.245,351.682496,353.905004,550.751099,3275.296631
30855,337.420003,69.135002,101.100006,0.00952,116.805005,6.751543,3.42336,0.00208,308.333344,310.366669,0.01384,348.339986,0,0,0,0,0,0,283.995015,285.075012,283.455017,285.840007,289.365011,288.915009,283.200002,289.440013,348.339986,352.219981,354.339986,350.379995,350.26,351.639994,353.900004,550.707397,3274.995768
30860,337.460002,69.085004,101.080007,0.00944,116.790005,6.739198,3.4236,0.0026,308.399994,310.255571,0.01376,348.346653,0,0,0,0,0,0,283.995019,285.065009,283.445014,285.80501,289.395019,288.915012,283.195001,289.435011,348.346653,352.259986,354.226657,350.42666,350.166663,351.619999,353.846673,550.7948,3274.795193
30865,337.410004,69.078754,101.073756,0.00868,116.752502,6.746914,3.4236,0.00304,308.441663,310.158343,0.01392,348.329987,0,0,0,0,0,0,284.004388,285.043128,283.423133,285.836254,289.395019,288.858762,283.22626,289.475629,348.329987,352.272494,354.222491,350.409993,350.124996,351.594991,353.879999,551.122559,3275.296631
30870,337.400004,69.060005,101.040003,0.0088,116.760002,6.75463,3.42344,0.00344,308.5,310.066671,0.01388,348.339986,0,0,0,0,0,0,284.040019,285.029999,283.425008,285.855001,289.410014,288.825002,283.26002,289.470011,348.339986,352.299998,354.199992,350.319997,350.119995,351.599986,353.839986,551.319214,3275.196371
30875,337.40667,69.095004,101.035003,0.00936,116.725004,6.740741,3.42336,0.00376,308.544447,309.977776,0.01432,348.346653,0,0,0,0,0,0,284.045017,285.050005,283.445014,285.819997,289.450005,288.830004,283.245015,289.425012,348.346653,352.279995,354.173326,350.293332,350.106656,351.579983,353.786652,551.231812,3275.12953
30880,337.402504,69.101254,101.019379,0.00956,116.671881,6.713735,3.42376,0.00272,308.641675,309.887506,0.01456,348.267489,0,0,0,0,0,0,283.995017,285.075012,283.43251,285.795005,289.44376,288.845633,283.207504,289.406254,348.267489,352.217481,354.23999,350.334997,350.152498,351.604991,353.794987,550.849426,3275.296631
30885,337.400004,69.060005,100.965004,0.00972,116.670006,6.709877,3.424,0.00236,308.700012,309.766683,0.01428,348.179993,0,0,0,0,0,0,284.025024,285.075012,283.440013,285.795013,289.425008,288.840007,283.215007,289.530009,348.179993,352.199982,354.279989,350.359995,350.099996,351.599996,353.779989,550.532593,3275.196371
30890,337.539998,69.040006,100.915006,0.01116,116.660006,6.712963,3.42336,0.00232,308.744459,309.677789,0.01424,348.219991,0,0,0,0,0,0,284.065023,285.065009,283.445014,285.80501,289.42001,288.825009,283.220008,289.570017,348.219991,352.199982,354.306654,350.366662,350.033329,351.646664,353.846673,550.357788,3275.12953
30895,337.552498,69.06188,100.880631,0.01008,116.685005,6.712963,3.4216,0.00264,308.820847,309.60834,0.01368,348.24499,0,0,0,0,0,0,284.040024,285.024385,283.43251,285.808127,289.404391,288.778128,283.22626,289.526257,348.24499,352.187482,354.264989,350.412493,350.037491,351.61749,353.880005,550.357788,3275.171306
30900,337.519999,69.060005,100.860003,0.0098,116.685005,6.723766,3.42104,0.00264,308.866669,309.5,0.01328,348.199992,0,0,0,0,0,0,284.025024,285.00001,283.440013,285.809998,289.425008,288.795003,283.26002,289.560008,348.199992,352.199982,354.199992,350.439992,350.099996,351.599996,353.900004,550.44519,3275.196371
30905,337.519999,69.010004,100.845001,0.01028,116.685005,6.735082,3.42152,0.00308,308.944441,309.377777,0.01372,348.219991,0,0,0,0,0,0,284.005022,285.020003,283.455017,285.810001,289.430006,288.825009,283.285021,289.585015,348.219991,352.273319,354.09333,350.433326,350.006653,351.626672,353.873332,550.678263,3275.463732
30910,337.495,68.985001,100.807503,0.00968,116.675631,6.729938,3.42048,0.00296,309.041669,309.308343,0.01364,348.294988,0,0,0,0,0,0,284.008139,284.998136,283.455017,285.781878,289.40814,288.787506,283.297516,289.57877,348.294988,352.277494,354.184993,350.437492,350.014988,351.597493,353.814999,550.805725,3275.672709
30915,337.5,68.985001,100.770004,0.01016,116.670006,6.740741,3.42016,0.00292,309.133341,309.200012,0.01328,348.339986,0,0,0,0,0,0,284.055013,284.985016,283.455017,285.809998,289.395019,288.795003,283.305013,289.575022,348.339986,352.259989,354.119995,350.399994,349.939982,351.559987,353.840006,550.882202,3276.399821
30920,337.453335,68.995002,100.780004,0.01004,116.665006,6.72428,3.41992,0.00332,309.200012,309.077783,0.01344,348.319987,0,0,0,0,0,0,284.125017,285.005008,283.445014,285.820004,289.415012,288.800001,283.290012,289.60002,348.319987,352.246646,354.153327,350.273332,349.966661,351.646671,353.83334,550.94047,3276.266086
30925,337.457502,68.988753,100.736256,0.00984,116.649382,6.698881,3.42048,0.00296,309.241681,309.008334,0.01308,348.319987,0,0,0,0,0,0,284.062515,285.020627,283.43251,285.776264,289.430631,288.787506,283.252518,289.603139,348.319987,352.192482,354.282488,350.352496,350.062495,351.579994,353.862506,551.067932,3275.597463
30930,337.460002,68.970001,100.725006,0.00908,116.640004,6.700617,3.4216,0.0026,309.300018,308.900004,0.01412,348.379985,0,0,0,0,0,0,284.085012,284.985006,283.425008,285.765015,289.425008,288.795003,283.245015,289.63502,348.379985,352.139984,354.319987,350.319997,350.039988,351.539988,353.900004,551.057007,3275.597493
30935,337.513333,68.945002,100.725004,0.01,116.585002,6.708333,3.42088,0.00252,309.344452,308.777795,0.01428,348.373318,0,0,0,0,0,0,284.10001,284.910007,283.380008,285.795013,289.430006,288.800001,283.200009,289.610023,348.373318,352.193315,354.266656,350.286665,350.033329,351.613339,353.913337,550.94047,3275.463732
30940,337.517499,68.88563,100.69688,0.01128,116.563128,6.692901,3.4208,0.00224,309.420828,308.708346,0.01396,348.364985,0,0,0,0,0,0,284.043766,284.853764,283.333136,285.776264,289.417511,288.787506,283.181255,289.616268,348.364985,352.222481,354.224991,350.357496,349.999986,351.579994,353.930003,550.849426,3275.296631
30945,337.480001,68.880005,100.695005,0.01068,116.565002,6.695988,3.41992,0.0024,309.466665,308.633341,0.01396,348.339986,0,0,0,0,0,0,284.01002,284.820017,283.305013,285.765015,289.425008,288.795003,283.200002,289.665019,348.339986,352.199982,354.219991,350.339996,350.079997,351.519979,354,550.532593,3275.196371
30950,337.466668,68.895004,100.655001,0.00936,116.565002,6.69856,3.41992,0.00268,309.544447,308.533335,0.0136,348.359985,0,0,0,0,0,0,284.015018,284.815019,283.285021,285.78501,289.430006,288.789998,283.205004,289.720018,348.359985,352.193315,354,350.339996,350.113332,351.57999,353.946669,550.532593,3275.263211
30955,337.5,68.88563,100.633127,0.0094,116.527504,6.678627,3.4192,0.00212,309.641675,308.429162,0.01328,348.372485,0,0,0,0,0,0,283.983754,284.836886,283.306887,285.763135,289.417511,288.736879,283.220633,289.713764,348.372485,352.134984,354.012499,350.314997,350.104991,351.592494,353.905004,550.641846,3275.472087
30960,337.539998,68.865005,100.635002,0.00992,116.550003,6.683642,3.41968,0.00192,309.733348,308.366669,0.01328,348.359985,0,0,0,0,0,0,283.920003,284.850006,283.305013,285.735016,289.425008,288.705007,283.215007,289.695018,348.359985,352.199982,354.079997,350.26,350.119995,351.559987,353.900004,550.357788,3275.396891
30965,337.553331,68.840005,100.625003,0.00988,116.565002,6.715535,3.42008,0.00244,309.800018,308.255571,0.01376,348.353319,0,0,0,0,0,0,283.92001,284.84001,283.285021,285.695014,289.430006,288.710005,283.240014,289.730014,348.353319,352.273319,354.193326,350.273332,350.233334,351.626672,353.860006,550.270386,3275.864882
30970,337.470001,68.818127,100.56563,0.01008,116.546253,6.720679,3.42008,0.003,309.841675,308.158343,0.01348,348.419983,0,0,0,0,0,0,283.882507,284.827515,283.306887,285.691888,289.426882,288.706881,283.233762,289.764383,348.419983,352.314999,354.122495,350.364995,350.237501,351.697502,353.872499,550.707397,3275.948466
30975,337.5,68.790001,100.545006,0.01092,116.565002,6.697531,3.42064,0.0032,309.899994,308.066671,0.01344,348.459981,0,0,0,0,0,0,283.920013,284.850016,283.335012,285.690013,289.410004,288.720001,283.200002,289.785014,348.459981,352.319997,354.039998,350.379995,350.180003,351.679993,353.839996,550.969605,3275.597412
30980,337.519999,68.770002,100.530006,0.01088,116.550003,6.69856,3.42056,0.004,309.944441,307.977776,0.01352,348.49998,0,0,0,0,0,0,284.005022,284.895019,283.355018,285.670007,289.400007,288.720008,283.175001,289.810015,348.49998,352.299991,354.146661,350.313331,350.140004,351.56665,353.866665,550.94047,3275.463732
30985,337.482501,68.763752,100.52063,0.0092,116.559378,6.698881,3.41936,0.00308,310.041669,307.908334,0.01368,348.474981,0,0,0,0,0,0,284.008139,284.895019,283.351892,285.691882,289.44376,288.710639,283.162506,289.841259,348.474981,352.325001,354.129995,350.304998,350.264999,351.562486,353.849997,550.958679,3275.547333
30990,337.519999,68.745003,100.485003,0.00872,116.550003,6.671296,3.41784,0.00252,310.133341,307.800008,0.01328,348.47998,0,0,0,0,0,0,283.995015,284.910014,283.365021,285.690002,289.425008,288.690013,283.170003,289.860006,348.47998,352.259989,354.059998,350.319997,350.259989,351.49998,353.819997,550.969604,3275.998616
30995,337.586663,68.730003,100.430003,0.00936,116.505005,6.638889,3.41816,0.0024,310.222236,307.700012,0.0134,348.446649,0,0,0,0,0,0,283.985016,284.930006,283.365021,285.670007,289.440002,288.685015,283.175001,289.865,348.446648,352.226654,354.07333,350.33333,350.079983,351.573324,353.83999,551.086141,3276.199219
31000,337.657494,68.70188,100.417503,0.01092,116.486256,6.649498,3.41752,0.0032,310.291678,307.658343,0.01324,348.517485,0,0,0,0,0,0,284.000637,284.926889,283.365021,285.691882,289.411882,288.678761,283.153135,289.87125,348.517485,352.22249,354.102496,350.387494,350.179994,351.652504,353.889998,551.067932,3276.324595
31005,337.699992,68.715004,100.425003,0.01012,116.460007,6.657407,3.418,0.00416,310.366669,307.566671,0.01332,348.599996,0,0,0,0,0,0,284.055023,284.955017,283.350016,285.720001,289.365011,288.660014,283.155009,289.860006,348.599996,352.199982,354.119995,350.299998,350.200002,351.579997,353.799988,551.057007,3276.600423
31010,337.66666,68.685003,100.410004,0.00968,116.450005,6.676955,3.41928,0.00316,310.422217,307.5,0.01404,348.619999,0,0,0,0,0,0,284.035021,284.985016,283.33001,285.730001,289.360009,288.665015,283.165005,289.880012,348.619999,352.233314,354.173326,350.200002,350.100006,351.56665,353.799984,550.94047,3276.66729
31015,337.662493,68.656879,100.363131,0.00888,116.428128,6.68885,3.42072,0.00252,310.491666,307.479165,0.01432,348.569992,0,0,0,0,0,0,283.897516,284.975638,283.342514,285.723751,289.372513,288.652512,283.140008,289.923762,348.569992,352.224987,354.277489,350.262499,350.024996,351.61249,353.862497,550.904053,3276.374746
